# valid_until=20261217
51569309-L_PA_2026-26_LG_VA-Sem-Vac-10,Llgongr4,7,18420
51569309-L_PA_2026-26_LG_VA-Sem-Vac-10,Llgsime2,8,18480
51569309-L_PA_2026-26_SP_VA-Sem-Vac-30,Llgongr4,7,18420
51569309-L_PA_2026-26_SP_VA-Sem-Vac-30,Llgsime2,8,18480
51569309-L_PA_2026-26_SP_VA-Sem-Vac-31,Llgongr4,7,18420
51569309-L_PA_2026-26_SP_VA-Sem-Vac-31,Llgsime2,8,18480
51569309-L_PA_2026-26_SP_VA-Sem-Vac-32,Llgongr4,7,18420
51569309-L_PA_2026-26_SP_VA-Sem-Vac-32,Llgsime2,8,18480
51569309-L_PA_2026-26_SP_VA-Sem-Vac-33,Llgongr4,7,18420
51569309-L_PA_2026-26_SP_VA-Sem-Vac-33,Llgsime2,8,18480
51569310-L_PA_2026-26_LG_VA-Sem-Vac-10,Llgongr4,7,20580
51569310-L_PA_2026-26_LG_VA-Sem-Vac-10,Llgsime2,8,20640
51569310-L_PA_2026-26_SP_VA-Sem-Vac-30,Llgongr4,7,20580
51569310-L_PA_2026-26_SP_VA-Sem-Vac-30,Llgsime2,8,20640
51569310-L_PA_2026-26_SP_VA-Sem-Vac-31,Llgongr4,7,20580
51569310-L_PA_2026-26_SP_VA-Sem-Vac-31,Llgsime2,8,20640
51569310-L_PA_2026-26_SP_VA-Sem-Vac-32,Llgongr4,7,20580
51569310-L_PA_2026-26_SP_VA-Sem-Vac-32,Llgsime2,8,20640
51569310-L_PA_2026-26_SP_VA-Sem-Vac-33,Llgongr4,7,20580
51569310-L_PA_2026-26_SP_VA-Sem-Vac-33,Llgsime2,8,20640
51569311-L_PA_2026-26_LG_VA-Sem-Vac-10,Llgongr4,7,22380
51569311-L_PA_2026-26_LG_VA-Sem-Vac-10,Llgsime2,8,22440
51569311-L_PA_2026-26_SP_VA-Sem-Vac-30,Llgongr4,7,22380
51569311-L_PA_2026-26_SP_VA-Sem-Vac-30,Llgsime2,8,22440
51569311-L_PA_2026-26_SP_VA-Sem-Vac-31,Llgongr4,7,22380
51569311-L_PA_2026-26_SP_VA-Sem-Vac-31,Llgsime2,8,22440
51569311-L_PA_2026-26_SP_VA-Sem-Vac-32,Llgongr4,7,22380
51569311-L_PA_2026-26_SP_VA-Sem-Vac-32,Llgsime2,8,22440
51569311-L_PA_2026-26_SP_VA-Sem-Vac-33,Llgongr4,7,22380
51569311-L_PA_2026-26_SP_VA-Sem-Vac-33,Llgsime2,8,22440
51569312-L_PA_2026-26_LG_VA-Sem-Vac-10,Llgongr4,7,23520
51569312-L_PA_2026-26_LG_VA-Sem-Vac-10,Llgsime2,8,23580
51569312-L_PA_2026-26_SP_VA-Sem-Vac-30,Llgongr4,7,23520
51569312-L_PA_2026-26_SP_VA-Sem-Vac-30,Llgsime2,8,23580
51569312-L_PA_2026-26_SP_VA-Sem-Vac-31,Llgongr4,7,23520
51569312-L_PA_2026-26_SP_VA-Sem-Vac-31,Llgsime2,8,23580
51569312-L_PA_2026-26_SP_VA-Sem-Vac-32,Llgongr4,7,23520
51569312-L_PA_2026-26_SP_VA-Sem-Vac-32,Llgsime2,8,23580
51569312-L_PA_2026-26_SP_VA-Sem-Vac-33,Llgongr4,7,23520
51569312-L_PA_2026-26_SP_VA-Sem-Vac-33,Llgsime2,8,23580
51569313-L_PA_2026-26_LG_VA-Sem-Vac-10,Llgongr4,7,24720
51569313-L_PA_2026-26_LG_VA-Sem-Vac-10,Llgsime2,8,24780
51569313-L_PA_2026-26_SP_VA-Sem-Vac-30,Llgongr4,7,24720
51569313-L_PA_2026-26_SP_VA-Sem-Vac-30,Llgsime2,8,24780
51569313-L_PA_2026-26_SP_VA-Sem-Vac-31,Llgongr4,7,24720
51569313-L_PA_2026-26_SP_VA-Sem-Vac-31,Llgsime2,8,24780
51569313-L_PA_2026-26_SP_VA-Sem-Vac-32,Llgongr4,7,24720
51569313-L_PA_2026-26_SP_VA-Sem-Vac-32,Llgsime2,8,24780
51569313-L_PA_2026-26_SP_VA-Sem-Vac-33,Llgongr4,7,24720
51569313-L_PA_2026-26_SP_VA-Sem-Vac-33,Llgsime2,8,24780
51569314-L_PA_2026-26_LG_VA-Sem-Vac-10,Llgongr4,7,25920
51569314-L_PA_2026-26_LG_VA-Sem-Vac-10,Llgsime2,8,25980
51569314-L_PA_2026-26_SP_VA-Sem-Vac-30,Llgongr4,7,25920
51569314-L_PA_2026-26_SP_VA-Sem-Vac-30,Llgsime2,8,25980
51569314-L_PA_2026-26_SP_VA-Sem-Vac-31,Llgongr4,7,25920
51569314-L_PA_2026-26_SP_VA-Sem-Vac-31,Llgsime2,8,25980
51569314-L_PA_2026-26_SP_VA-Sem-Vac-32,Llgongr4,7,25920
51569314-L_PA_2026-26_SP_VA-Sem-Vac-32,Llgsime2,8,25980
51569314-L_PA_2026-26_SP_VA-Sem-Vac-33,Llgongr4,7,25920
51569314-L_PA_2026-26_SP_VA-Sem-Vac-33,Llgsime2,8,25980
51569315-L_PA_2026-26_LG_VA-Sem-Vac-10,Llgongr4,7,25320
51569315-L_PA_2026-26_LG_VA-Sem-Vac-10,Llgsime2,8,25380
51569315-L_PA_2026-26_SP_VA-Sem-Vac-30,Llgongr4,7,25320
51569315-L_PA_2026-26_SP_VA-Sem-Vac-30,Llgsime2,8,25380
51569315-L_PA_2026-26_SP_VA-Sem-Vac-31,Llgongr4,7,25320
51569315-L_PA_2026-26_SP_VA-Sem-Vac-31,Llgsime2,8,25380
51569315-L_PA_2026-26_SP_VA-Sem-Vac-32,Llgongr4,7,25320
51569315-L_PA_2026-26_SP_VA-Sem-Vac-32,Llgsime2,8,25380
51569315-L_PA_2026-26_SP_VA-Sem-Vac-33,Llgongr4,7,25320
51569315-L_PA_2026-26_SP_VA-Sem-Vac-33,Llgsime2,8,25380
51569316-L_PA_2026-26_LG_VA-Sem-Vac-10,Llgongr4,7,26520
51569316-L_PA_2026-26_LG_VA-Sem-Vac-10,Llgsime2,8,26580
51569316-L_PA_2026-26_SP_VA-Sem-Vac-30,Llgongr4,7,26520
51569316-L_PA_2026-26_SP_VA-Sem-Vac-30,Llgsime2,8,26580
51569316-L_PA_2026-26_SP_VA-Sem-Vac-31,Llgongr4,7,26520
51569316-L_PA_2026-26_SP_VA-Sem-Vac-31,Llgsime2,8,26580
51569316-L_PA_2026-26_SP_VA-Sem-Vac-32,Llgongr4,7,26520
51569316-L_PA_2026-26_SP_VA-Sem-Vac-32,Llgsime2,8,26580
51569316-L_PA_2026-26_SP_VA-Sem-Vac-33,Llgongr4,7,26520
51569316-L_PA_2026-26_SP_VA-Sem-Vac-33,Llgsime2,8,26580
51569317-L_PA_2026-26_LG_VA-Sem-Vac-10,Llgongr4,7,27120
51569317-L_PA_2026-26_LG_VA-Sem-Vac-10,Llgsime2,8,27180
51569317-L_PA_2026-26_SP_VA-Sem-Vac-30,Llgongr4,7,27120
51569317-L_PA_2026-26_SP_VA-Sem-Vac-30,Llgsime2,8,27180
51569317-L_PA_2026-26_SP_VA-Sem-Vac-31,Llgongr4,7,27120
51569317-L_PA_2026-26_SP_VA-Sem-Vac-31,Llgsime2,8,27180
51569317-L_PA_2026-26_SP_VA-Sem-Vac-32,Llgongr4,7,27120
51569317-L_PA_2026-26_SP_VA-Sem-Vac-32,Llgsime2,8,27180
51569317-L_PA_2026-26_SP_VA-Sem-Vac-33,Llgongr4,7,27120
51569317-L_PA_2026-26_SP_VA-Sem-Vac-33,Llgsime2,8,27180
51569318-L_PA_2026-26_LG_VA-Sem-Vac-10,Llgongr4,7,27720
51569318-L_PA_2026-26_LG_VA-Sem-Vac-10,Llgsime2,8,27780
51569318-L_PA_2026-26_SP_VA-Sem-Vac-30,Llgongr4,7,27720
51569318-L_PA_2026-26_SP_VA-Sem-Vac-30,Llgsime2,8,27780
51569318-L_PA_2026-26_SP_VA-Sem-Vac-31,Llgongr4,7,27720
51569318-L_PA_2026-26_SP_VA-Sem-Vac-31,Llgsime2,8,27780
51569318-L_PA_2026-26_SP_VA-Sem-Vac-32,Llgongr4,7,27720
51569318-L_PA_2026-26_SP_VA-Sem-Vac-32,Llgsime2,8,27780
51569318-L_PA_2026-26_SP_VA-Sem-Vac-33,Llgongr4,7,27720
51569318-L_PA_2026-26_SP_VA-Sem-Vac-33,Llgsime2,8,27780
51569319-L_PA_2026-26_LG_VA-Sem-Vac-10,Llgongr4,7,28320
51569319-L_PA_2026-26_LG_VA-Sem-Vac-10,Llgsime2,8,28380
51569319-L_PA_2026-26_SP_VA-Sem-Vac-30,Llgongr4,7,28320
51569319-L_PA_2026-26_SP_VA-Sem-Vac-30,Llgsime2,8,28380
51569319-L_PA_2026-26_SP_VA-Sem-Vac-31,Llgongr4,7,28320
51569319-L_PA_2026-26_SP_VA-Sem-Vac-31,Llgsime2,8,28380
51569319-L_PA_2026-26_SP_VA-Sem-Vac-32,Llgongr4,7,28320
51569319-L_PA_2026-26_SP_VA-Sem-Vac-32,Llgsime2,8,28380
51569319-L_PA_2026-26_SP_VA-Sem-Vac-33,Llgongr4,7,28320
51569319-L_PA_2026-26_SP_VA-Sem-Vac-33,Llgsime2,8,28380
51569320-L_PA_2026-26_LG_VA-Sem-Vac-10,Llgongr4,7,28980
51569320-L_PA_2026-26_LG_VA-Sem-Vac-10,Llgsime2,8,29040
51569320-L_PA_2026-26_SP_VA-Sem-Vac-30,Llgongr4,7,28980
